代码,名称,上榜日,涨跌幅,换手率,净买额,净买占成交,龙虎额占市场,流通市值,买占比,收益,盈利
002261,拓维信息,2025-03-06,6.2073,43.0034,-6636.94603999999,-0.3410639837181934,1403.0370426194177,45539102163.24,0.4878455103693684,-9.897698209718689,False
002261,拓维信息,2025-03-05,10.0116,30.0435,37495.272757,3.0824567179164357,1703.471123323846,42877579599.96,0.590475754936834,0.2564102564102555,True
002261,拓维信息,2025-02-25,-9.9952,39.2024,34925.476917,2.003800746281343,1494.331196924495,42144533131.26,0.5670467413919148,-2.282865389661504,False
002261,拓维信息,2025-02-25,-9.9952,39.2024,34925.476917,2.003800746281343,1494.331196924495,42144533131.26,0.5670467413919148,-2.282865389661504,False
002261,拓维信息,2025-02-24,-0.5747,34.641,-46570.292329,-2.8147707438458767,1619.7159506252826,46824752892.96,0.4131091243881605,-2.332137365453624,False
002261,拓维信息,2025-02-21,10.0105,34.5642,17731.440233,1.1518390788179107,1991.3471879148408,47095416204.48,0.5289211013982954,-7.425860023724784,False
002261,拓维信息,2025-02-19,5.7351,43.4916,-34429.407257,-2.009424239778293,2225.3884809184715,40960381143.36,0.4548522818148822,9.971509971509974,True
002261,拓维信息,2025-02-18,8.0868,40.5715,41261.003197000005,2.705905981308161,1772.8803164125677,38738686461.3,0.576313836762077,0.4004576659038861,True
002261,拓维信息,2025-02-17,-4.3059,46.2525,-40189.011709,-2.299730744256515,1574.2147702959417,35840333500.44,0.4269562582040764,12.015379685998084,True
002261,拓维信息,2025-02-14,10.0033,36.4565,77298.53016699999,2.0188043664843827,1530.1791679652742,37453035731.58,0.5659662740399495,-9.536231884057964,False
002261,拓维信息,2025-02-14,10.0033,36.4565,-8403.84591300001,-0.6432535875864266,2217.04574507769,37453035731.58,0.4854930014634432,-9.536231884057964,False
002261,拓维信息,2025-02-14,10.0033,36.4565,-8403.84591300001,-0.6432535875864266,2217.04574507769,37453035731.58,0.4854930014634432,-9.536231884057964,False
002261,拓维信息,2025-02-13,0.9361,50.9851,29403.136242,1.6193616870720495,1331.2950933354934,34047189061.62,0.5608190361092228,12.70826527278668,True
002261,拓维信息,2025-02-12,10.0037,21.5522,40005.019285,5.660474890932903,2011.1651807093604,33731415198.18,0.6407262552381796,-5.202849179312485,False
002261,拓维信息,2025-02-11,9.9919,4.9307,-15838.7201,-8.143908148815045,4259.29025566772,30663897667.62,0.4043982957257002,15.52772808586762,True
002261,拓维信息,2025-02-11,9.9919,4.9307,-16884.7181,-11.167510844821203,4943.330622968144,30663897667.62,0.3870446699141089,15.52772808586762,True
002261,拓维信息,2025-02-06,10.0162,16.455,-4295.924286,-1.159309998328265,2363.251059981264,23040214393.14,0.4754721362880197,15.676181562938684,True
002261,拓维信息,2025-02-05,10.0118,4.4612,21128.280535,22.781827321051384,3521.4744492923005,20942573728.86,0.8234700073662296,5.167322834645671,True
002268,电科网安,2025-06-19,9.9938,4.6498,15253.345281999998,21.98977715474932,4510.293135258802,15074015259.64,0.7437732592461258,-3.630175836642091,False
002371,北方华创,2025-09-24,10.0,2.5854,-8661.99775,-1.043763389831208,4849.144169311977,333306272616.24,0.4892376535591918,-3.90556751113289,False
002410,广联达,2025-04-17,10.0209,4.3031,9653.614044,9.180325065883306,3593.005533288907,25107561858.99,0.6277527265241917,-3.2818532818532757,False
002422,科伦药业,2025-04-01,9.9907,3.098,14005.662747,10.04729021512028,3256.11719586411,46293259178.5,0.6542833014100699,2.748353850558272,True
002459,晶澳科技,2025-10-29,9.9688,3.5614,15621.535803,9.764121389996596,2170.359535189534,46677239532.96,0.724942486064732,0.2080443828016642,True
002459,晶澳科技,2025-07-10,9.9628,6.4815,18229.182629,7.419655279081295,3004.580592893263,39037014983.05,0.6234723957252305,-3.8875103391232457,False
002463,沪电股份,2026-05-26,8.8298,6.0225,17647.460015,0.4563012471815186,1979.49723860078,256426006412.96,0.51152568536807,-3.1564395975731574,False
002463,沪电股份,2026-05-22,10.0,5.2889,146280.18022100002,12.831543423300936,3146.636392859708,219334992138.02,0.703893011795358,1.5534622376466745,True
002463,沪电股份,2026-04-14,10.0034,4.8754,51967.486907,5.774497244838856,2610.864306818657,187550934804.44,0.6105859318264435,-6.439779906256371,False
002463,沪电股份,2026-02-26,10.0,7.2113,405154.53419,15.632859399485207,3560.553567343344,164131103084.96,0.7195284961145726,-3.9312617702448094,False
002463,沪电股份,2026-02-26,10.0,7.2113,141319.72770699998,12.227097285443897,3212.9871569543816,164131103084.96,0.6902761618417744,-3.9312617702448094,False
002463,沪电股份,2025-11-25,10.0066,3.237,31109.878359,7.602178186907913,2932.719622956078,128732162037.7,0.6296096996010342,4.949763593380596,True
002463,沪电股份,2025-09-11,10.0032,4.348,977.228605999994,0.1711129309730851,3154.689135078344,134243309524.92,0.5027120410862421,1.8620092378752728,True
002463,沪电股份,2025-09-04,-10.003,4.5181,-41720.882495,-7.826703834691859,4578.363083356664,114153912639.12,0.4145250857982013,8.986648408079434,True
002463,沪电股份,2025-08-13,10.0038,5.7333,12678.320605,2.0293146002221434,3480.492351379118,112023591685.52,0.5291526944372977,-5.337029977473573,False
002463,沪电股份,2025-06-18,10.0049,5.9145,60029.911721,12.208664455414027,4109.516880547668,85804405979.04,0.6485413591218416,-3.136042402826855,False
002463,沪电股份,2025-04-08,-9.9964,3.9994,-522.789487,-0.2678436792441124,3130.253802113641,47918561003.66,0.4957216938916701,18.209342560553623,True
002468,申通快递,2025-07-25,10.0291,3.6086,1411.434498,1.7762908749413406,3915.920781840049,22589571246.98,0.5226803729429209,-6.052454606590441,False
002475,立讯精密,2026-04-20,10.0084,5.4053,50290.423354,1.9965837917089813,3633.825313266411,477809318233.8,0.5274722038015948,0.817144619179766,True
002475,立讯精密,2026-03-25,9.9914,3.5889,106913.988366,8.196486255994246,3452.446691750572,370514832322.35,0.6187054716236356,-6.826532585573397,False
002475,立讯精密,2025-09-23,7.7933,7.6548,173208.325365,2.902137969532946,2580.89936034674,475593870492.9,0.5562233850362737,8.667811963142281,True
002475,立讯精密,2025-09-11,10.0021,3.9262,68725.39369,4.803803677815595,3385.321861482774,382936312771.3,0.5709504719842433,-3.794188413844168,False
002475,立讯精密,2025-04-03,-9.9873,3.0867,-50753.967291,-6.341439906655025,3396.6352514449945,256237183702.5,0.4066511497818723,-8.417721518987342,False
002555,三七互娱,2025-09-08,10.0247,11.897,26616.419297,6.51437104420218,3424.5038110183523,35624991288.04,0.595114086648731,0.0933706816059753,True
002558,巨人网络,2026-04-13,-8.7963,7.9217,-76399.920532,-15.810945916619628,3005.632233826352,59905713325.92,0.2369780351255526,-0.1892147587511883,False
002558,巨人网络,2026-04-01,9.9873,2.9442,-11857.48713,-6.324904252794064,4210.614505470239,65930494773.99,0.4248933351108604,-0.9490940465919028,False
002558,巨人网络,2026-01-19,10.0,2.6034,18779.904934,7.539700277587315,3531.132848222547,96620946113.34,0.6067603599420304,-1.2835472578763163,False
002558,巨人网络,2025-11-25,9.9946,3.7691,-21847.892938,-7.582707980631607,4290.560091303138,78570222312.71,0.4116349868167377,-1.2885971310478972,False
002558,巨人网络,2025-09-10,10.005,4.1469,-13594.576137,-4.023591254672208,5222.389125192047,85090331871.78,0.4614774851297178,-2.2288602941176627,False
002558,巨人网络,2025-08-04,9.9917,4.5197,-20736.518883,-9.154462134557887,4711.444342465816,51328933709.83,0.402848665195451,2.393418100224376,True
002558,巨人网络,2025-06-13,3.8975,6.5531,4533.230802,0.8028524723805661,2042.6776023611476,37650246890.06,0.5196519624891501,2.176113360323884,True
002558,巨人网络,2025-06-12,9.9824,5.52,3232.773809,1.6452808153189378,2954.141026496543,36237878944.03,0.5278470255915669,5.7249866238630265,True
002594,比亚迪,2025-02-06,10.0,3.2816,40726.555776,3.567338890246152,3875.295647177597,361603728766.28,0.5460266675762437,2.153495873256817,True
002600,领益智造,2026-01-12,10.024,7.2719,-19695.407204,-2.1517010942570485,2087.8582008342587,131950618357.35,0.4484710912504192,-10.117773019271947,False
002600,领益智造,2025-08-28,10.0135,11.4136,-1759.4907090000202,-0.1467752924951926,2002.794023257274,112188928571.04,0.4963357367060522,-2.95930949445129,False
002600,领益智造,2025-08-28,10.0135,11.4136,23356.061364,0.6683224448704036,1761.8537420041946,112188928571.04,0.5189664564355426,-2.95930949445129,False
002600,领益智造,2025-08-26,10.0295,8.3361,29864.406385,3.608071634193634,2289.498738701153,102943346511.68,0.5787961044311498,-6.972240154938669,False
002600,领益智造,2025-08-25,9.9757,9.9793,4172.79577000001,0.4639280307734102,2055.6260079888434,93559770690.24,0.5112843491221271,10.801144492131607,True
002600,领益智造,2025-08-20,7.0261,10.1785,27307.921688,1.3080737462800394,1481.1295721934328,90385914162.4,0.5441579781687461,-8.339709257842387,False
002600,领益智造,2025-08-19,9.973,9.0361,-5813.145885,-0.7966028426721888,1862.7629117195904,84452182392.96,0.4786177071257873,3.4837688044338844,True
002600,领益智造,2025-08-18,9.9802,6.2145,26552.121595,5.685202269579736,1746.7311924733935,76793528597.52,0.6627383278571163,11.081794195250684,True
002600,领益智造,2025-02-06,10.0225,4.0784,25923.689182,9.720340833416994,2878.407730737797,67409912064.49,0.6688492691569701,1.705115346038122,True
002625,光启技术,2025-12-01,10.0089,3.745,73973.816746,18.62446173736516,4075.5996810370634,107039571014.16,0.728487378483478,-2.3935648420639555,False
002625,光启技术,2025-08-20,9.9933,4.1132,23719.996972,5.586023032890333,2771.775282855683,106716383903.61,0.6007661600029712,-2.630522088353404,False
002625,光启技术,2025-06-03,-10.009,3.9573,-116010.446935,-33.74641863439491,4943.130056997598,86010863021.04,0.1586533406437205,0.7820383451059509,True
002625,光启技术,2025-04-10,10.0085,2.4569,22375.99138,11.275960478164585,3456.0731191773198,83360728714.53,0.6631325508652535,1.8732358224275103,True
002625,光启技术,2025-01-02,-10.0,4.0636,-3146.121768,-0.9774880598458334,2275.4856162873766,76509916719.84,0.4785213307249843,-3.117505995203851,False
002648,卫星化学,2026-05-07,-7.9376,2.9504,-16679.945196,-6.128279404454143,2901.47443220232,91366334642.9,0.3943937031386734,-2.905027932960902,False
002648,卫星化学,2026-02-02,-10.0164,4.1453,25220.951372,8.014254983873116,3270.6107950363235,73793296071.2,0.6225192400764412,0.9990917347865612,True
002648,卫星化学,2025-04-25,9.9943,9.0148,68547.482215,11.968806793615894,3430.140477218559,64468139587.75,0.674465256934917,-3.011712214166196,False
002648,卫星化学,2025-04-25,9.9943,9.0148,115548.500862,10.145824433019108,3438.4272590236096,64468139587.75,0.647535830609663,-3.011712214166196,False
002648,卫星化学,2025-04-23,9.9747,3.6266,76607.660167,36.368759756199374,5388.443448750069,58644124888.7,0.8374699957613515,7.453786523553973,True
002648,卫星化学,2025-04-10,1.4616,5.448,-160746.577202,-21.36252527394544,4697.405194448718,56085598200.1,0.272613555892611,7.95671546785488,True
002709,天赐材料,2025-11-18,-10.0021,11.7448,-50424.694843,-6.611718566410504,2278.4632222781797,63043573742.65,0.3549083763616861,6.884315117104323,True
002709,天赐材料,2025-11-13,9.9977,10.0155,76817.70674400001,11.623025379189926,2754.988973642593,67508824900.8,0.7109450435262938,-3.307992603246357,False
002709,天赐材料,2025-09-15,9.9857,4.3096,29659.276732,16.42701718881474,3086.159337914848,42710456322.0,0.7661401339036757,-2.189542483660134,False
002709,天赐材料,2025-09-08,10.0118,11.2815,5270.38188499999,1.226382042443385,2733.495266309604,38805025491.0,0.5224324888643228,-3.8205397826848952,False
